WORK_CATEGORY,ACTIVITY_NAME,STATE_NAME,IDA_NAME,WORK_DESCRIPTION,MP_NAME,FLAG,CONSTITUENCY_ID,LETTER_NO,ACTUAL_AMOUNT,Sno,CONSTITUENCY,ACTUAL_END_DATE,WORK_RECOMMENDATION_DTL_ID,WORK_ID,AVERAGE_RATING,FILE_STATUS,ATTACH_ID,Total_Amt
Normal/Others,"WS/MP818/2025-2026/184532-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,MAINPURI(DISTRICT MAGISTRATE MAINPURI_IDA),Construction of CC road from the house of Mr Samsuddin to the house of Mr Jummi via the house of Mr Anwar Mansuri in ward no 11 of Nagar Palika Parishad Mainpuri of Vidhan Sabha Mainpuri Block Tehsil Mainpuri Sadar distance 150 meters By Mr Shafi Mansuri Member of Council Ward no 11 Mahmood Nagar Anshak Dariba Mobile no 7017106869,Smt Dimple Yadav,3,489,LN/MP818/2024-2025/25,1492939.0,29567,MAINPURI,20-Jul-2026,184532,169105,0.0,True,2306518,
Normal/Others,"WS/MP18034/2025-2026/212383-Construction of roads, link roads, pathways or any other road with or without drainage system",Bihar,VAISHALI(DISTRICT PLANNING OFFICER VAISHALI_IDA),"Hajipur Nagar Parishad, Ward No. 28 Me Doctor Archana Ojha Ke Ghar Se Shankar Bhagat, Ganesh Paswan Ke Ghar hote Hue Girish Chaudhary Ke Ghar Tak PCC Sadak Nirman",CHIRAG PASWAN,3,59,LN/MP18034/2025-2026/29,983916.0,29568,HAJIPUR(SC),13-Mar-2026,212383,169108,0.0,,,
Normal/Others,"WS/MP818/2025-2026/198946-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,MAINPURI(DISTRICT MAGISTRATE MAINPURI_IDA),In front of Shri Satyabhans house in village Bamiya of Gram Panchayat Paraukha of district Mainpuri assembly Bhogaon tehsil Bhogaon block Bewar from main road village Bamiya via Gama Devi temple to the Samadhi of Shri Mewaram Yadav CC road construction work distance 50 meters Mrs Anita Yadav Mob 8923724192,Smt Dimple Yadav,3,489,LN/MP818/2025-2026/26,576054.0,29569,MAINPURI,20-Jul-2026,198946,169109,0.0,True,2307503,
Normal/Others,"WS/MP18310/2025-2026/200751-Construction of roads, link roads, pathways or any other road with or without drainage system",Odisha,Baleshwar(DISTRICT COLLECTOR BALESHWAR_IDA),"Const. of C.C. road from Mangala Temple to Patana Sirapur Primary School village Patana Sirapur, Sajanpur GP.",AVIMANYU SETHI,3,312,LN/MP18310/2025-2026/2,200000.0,29570,BHADRAK(SC),13-Mar-2026,200751,169112,0.0,True,2082006,
Normal/Others,WS/MP18367/2025-2026/210657-Construction of artificial reef,Bihar,PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA),"Construction of stairs at village Basvariya, Ward No. 6 under Mahuawa East Panchayat in Chiraiya block, near the Bihar government building. amount of 1000000 ten lakhs rupees.",LOVELY ANAND,3,56,LN/MP18367/2025-2026/7,996169.0,29571,SHEOHAR,13-Mar-2026,210657,169115,0.0,,,
Normal/Others,WS/MP329/2025-2026/262168-Purchase of mobile water tankers,Haryana,BHIWANI(DC Cum Nodal Officer MPLADS Bhiwani),Purchase and providing one water tanker to GP Bamla 1st  for drinking water purposes,Shri  Dharambir Singh,3,141,LN/MP329/2025-2026/100,180000.0,29572,BHIWANI MAHENDRAGARH,21-Apr-2026,262168,169121,0.0,,,
Normal/Others,WS/MP18189/2025-2026/182902-Installing hand pumps,Telangana,KHAMMAM(DISTRICT COLLECTOR KHAMMAM_IDA),"Digging of  bore well near  Kanakadurga temple near Gunti Bebamma house, Eswaramadharam",RAMASAHAYAM RAGHURAM REDDY,3,403,LN/MP18189/2024-2025/11,0.0,29573,KHAMMAM,13-Mar-2026,182902,169122,0.0,True,2082448,
Normal/Others,"WS/MP758/2025-2026/201553-Purchase of smart boards, visual display units and projectors",Tamil Nadu,KARUR(DISTRICT COLLECTOR KARUR_IDA),"Purchase of Smart Class Board for the Government Boys Higher Secondary School, Renganathan Pettai.",Smt S Jothimani,3,385,LN/MP758/2025-2026/56,199966.0,29574,KARUR,16-Mar-2026,201553,169124,0.0,True,2088609,
Normal/Others,"WS/MP18056/2025-2026/247757-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,RAJKOT(DISTRICT COLLECTOR RAJKOT_IDA),Anusuchit jati Vistarma Devjibhai Khimsuriyana Ghar thi Prathmik Shala taraf tatha Antrik sheri ma paver block nu kaam ,PARSHOTTAMBHAI RUPALA,3,128,LN/MP18056/2025-2026/122,500000.0,29575,RAJKOT,13-Mar-2026,247757,169127,0.0,,,
Normal/Others,WS/MP18185/2025-2026/216866-Construction of bus-sheds or bus-stops,Tamil Nadu,TIRUNELVELI(DISTRICT COLLECTOR TIRUNELVELI_IDA),Construction of bus shelter in madavakurichi at manur panchayat union,ROBERT BRUCE C,3,360,LN/MP18185/2025-2026/33,799714.0,29576,TIRUNELVELI,13-Mar-2026,216866,169128,0.0,True,2082267,
Normal/Others,WS/MP18237/2025-2026/194148-Improvement of electricity distribution infrastructure,Uttar Pradesh,SAHARANPUR(DISTRICT MAGISTRAE SAHARANPUR_IDA),33-11 KV Vidyut Upkendra Kasampur Tanda se Poshit Rajswa Gram Faizabad ka Gram Maganpura Badshahibagh mein Madrasa Darul Uloom Nizamiya ke paas 25 KVA ka Parivartak evam Vidyutikaran Karya,IMRAN MASOOD,3,465,LN/MP18237/2025-2026/66,113721.0,29577,SAHARANPUR,20-Mar-2026,194148,169132,0.0,True,2099624,
Repair and Renovation,"WS/MP18187/2025-2026/256521-Construction of Government office buildings (Post office, Police station, Police chauki, etc.)",Telangana,ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA),"Special repairs to MP Redressal Center Near ZP Quarters Ward No 38 Adilabad
",GODAM NAGESH,3,399,LN/MP18187/2025-2026/253,299722.0,29578,ADILABAD(ST),13-Mar-2026,256521,169137,0.0,True,2082410,
Normal/Others,WS/MP18187/2025-2026/256522-Construction of public toilets and bathrooms,Telangana,ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA),"Construction of Toilets to MP Redressal Center Near ZP Quarters Ward No 38 Adilabad
",GODAM NAGESH,3,399,LN/MP18187/2025-2026/254,299070.0,29579,ADILABAD(ST),13-Mar-2026,256522,169138,0.0,True,2082443,
Normal/Others,WS/MP18187/2025-2026/256523-Construction of boundary walls of existing public and community buildings,Telangana,ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA),Construction of Compound wall to MP Redressal Center Near ZP Quarters Ward No 38 Adilabad,GODAM NAGESH,3,399,LN/MP18187/2025-2026/255,398974.0,29580,ADILABAD(ST),13-Mar-2026,256523,169139,0.0,True,2082561,
Normal/Others,WS/MP458/2025-2026/225340-Construction of bus-sheds or bus-stops,Tamil Nadu,Thoothukkudi(DISTRICT COLLECTOR THOOTHUKUDI_IDA),Construction of Bus shelter at Manthithoppu Village in Manthithoppu Panchayat in Kovilpatti Panchayat Union ,Kanimozhi Karunanidhi,3,393,LN/MP458/2025-2026/109,695085.0,29581,THOOTHUKKUDI,13-Mar-2026,225340,169143,0.0,True,2082639,
Normal/Others,WS/MP18149/2025-2026/184665-Street lights,Odisha,PURI(DISTRICT COLLECTOR PURI_IDA),"Installation of Solar Light at Cremation Ground of Chaudabatia Village.
",SAMBIT PATRA,3,308,LN/MP18149/2024-2025/13,40000.0,29582,PURI,13-Mar-2026,184665,169144,0.0,,,
Normal/Others,WS/MP18149/2025-2026/184667-Street lights,Odisha,PURI(DISTRICT COLLECTOR PURI_IDA),"Installation of Solar Light at Cremation Ground of Baral Village.
",SAMBIT PATRA,3,308,LN/MP18149/2024-2025/13,40000.0,29583,PURI,13-Mar-2026,184667,169148,0.0,,,
Normal/Others,WS/MP770/2025-2026/188764-Construction of community centers and community halls,Telangana,SIDDIPET(District Collector Siddipet_IDA),Construction of Community Hall at House No 3-29 Ward No 06 in Kurella Village of Koheda Mandal ,Sanjay Kumar Bandi,3,402,LN/MP770/2025-2026/539,500000.0,29584,KARIMNAGAR,13-Mar-2026,188764,169151,0.0,,,
Normal/Others,WS/MP18189/2025-2026/182905-Installing hand pumps,Telangana,KHAMMAM(DISTRICT COLLECTOR KHAMMAM_IDA),"Digging of  bore well and installing hand pump at  Vangala Bhaskar house near Bodrayi, Mandati Narasayigudem, Eswaramadharam",RAMASAHAYAM RAGHURAM REDDY,3,403,LN/MP18189/2024-2025/12,0.0,29585,KHAMMAM,13-Mar-2026,182905,169161,0.0,True,2082797,
Normal/Others,WS/MP18055/2025-2026/184321-Construction of footpaths and pedestrian ways,Gujarat,Mahisagar(COLLECTOR MAHISAGAR_IDA),PEWER BLOCK WORK IN PARVATBHAI KALABHAI FALIYA ,RAJPALSINH MAHENDRASINH JADAV,3,131,LN/MP18055/2024-2025/8,100000.0,29586,PANCHMAHAL,13-Mar-2026,184321,169166,0.0,True,2082973,
Normal/Others,WS/MP18163/2025-2026/246982-Lighting of public spaces,Rajasthan,DAUSA(DISTRICT COLLECTOR DAUSA_IDA),"HIGHMASK LIGHT ESTABLISHMENT IN VILLAGE RAMGARH, MAI AABADI STHAN",MURARI LAL MEENA,3,340,LN/MP18163/2025-2026/13,499730.0,29587,DAUSA(ST),13-Mar-2026,246982,169167,0.0,,,
Normal/Others,WS/MP18163/2025-2026/246981-Lighting of public spaces,Rajasthan,DAUSA(DISTRICT COLLECTOR DAUSA_IDA),"HIGHMASK LIGHT ESTABLISHMENT IN VILLAGE CHANDPUR, NEAR DEV STHAN",MURARI LAL MEENA,3,340,LN/MP18163/2025-2026/13,497332.0,29588,DAUSA(ST),13-Mar-2026,246981,169168,0.0,,,
Normal/Others,WS/MP18189/2025-2026/182889-Installing hand pumps,Telangana,KHAMMAM(DISTRICT COLLECTOR KHAMMAM_IDA),"Digging of Bore well and installing Handpump at Bhukya Dharma house, Bhagathveedu thanda",RAMASAHAYAM RAGHURAM REDDY,3,403,LN/MP18189/2024-2025/8,0.0,29589,KHAMMAM,13-Mar-2026,182889,169169,0.0,True,2082937,
Normal/Others,WS/MP410/2025-2026/250639-Construction of rooms and halls in school and colleges,Assam,DHEMAJI(DEPUTY COMMISSIONER DHEMAJI_IDA),"Infrastructure Development of Sankardev Sishu Niketan, Sripani, Sissiborgaon LAC under MPLADS, 2025-26",Pradan Baruah,3,32,LN/MP410/2025-2026/44,499940.0,29590,LAKHIMPUR,13-Mar-2026,250639,169174,0.0,True,2082990,
Normal/Others,WS/MP18149/2025-2026/184657-Street lights,Odisha,PURI(DISTRICT COLLECTOR PURI_IDA),"Installation of Solar Light at Cremation Ground of Sukal Village.
",SAMBIT PATRA,3,308,LN/MP18149/2024-2025/13,40000.0,29591,PURI,13-Mar-2026,184657,169176,0.0,,,
Normal/Others,WS/MP18189/2025-2026/182906-Installing hand pumps,Telangana,KHAMMAM(DISTRICT COLLECTOR KHAMMAM_IDA),"Digging of bore well and installing handpump at Cremitoria, Mangaligudem village, Khammam Rural",RAMASAHAYAM RAGHURAM REDDY,3,403,LN/MP18189/2024-2025/13,0.0,29592,KHAMMAM,13-Mar-2026,182906,169178,0.0,True,2083025,
Normal/Others,WS/MP18134/2025-2026/208873-Construction of community centers and community halls,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),Concreting the area around the memorial of Sir Senapati Balasaheb Thackeray in Kopargaon city,BHAUSAHEB RAJARAM WAKCHAURE,3,276,LN/MP18134/2025-2026/73,986613.0,29593,SHIRDI(SC),14-Mar-2026,208873,169180,0.0,True,2085492,
Normal/Others,WS/MP18189/2025-2026/184789-Installing hand pumps,Telangana,KHAMMAM(DISTRICT COLLECTOR KHAMMAM_IDA),"Digging of bore well and installing handpump at  Talari Papaiah house, Pedda Munagala village of Konijerla mandal",RAMASAHAYAM RAGHURAM REDDY,3,403,LN/MP18189/2024-2025/57,71905.0,29594,KHAMMAM,13-Mar-2026,184789,169181,0.0,True,2083157,
Normal/Others,"WS/MP18039/2025-2026/227186-Construction of roads, link roads, pathways or any other road with or without drainage system",Bihar,SAHARSA(DISTRICT PLANNING OFFICER SAHARSA_IDA),"Soil, brick flooring and PCC casting work",RAJESH VERMA,3,71,LN/MP18039/2025-2026/28,799718.0,29595,KHAGARIA,24-Mar-2026,227186,169189,0.0,,,
Normal/Others,WS/MP18163/2025-2026/257530-Lighting of public spaces,Rajasthan,DAUSA(DISTRICT COLLECTOR DAUSA_IDA),High mask light Gram Agawali Balaji mandir ke pas gram panchayat agawali,MURARI LAL MEENA,3,340,LN/MP18163/2025-2026/25,496801.0,29596,DAUSA(ST),13-Mar-2026,257530,169191,0.0,,,
Normal/Others,"WS/MP18120/2025-2026/213055-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,YAVATMAL(DISTRICT COLLECTOR YAVATMAL_IDA),Construction of CC Road from Baburao Gaikwad home to Sidhharth Khadse Home At. Mulawa TQ. Umarkhed Dist. Yavatmal,AASHTIKAR PATIL NAGESH BAPURAO,3,283,LN/MP18120/2025-2026/48,986725.0,29597,HINGOLI,13-Mar-2026,213055,169197,0.0,True,2083263,
Repair and Renovation,WS/MP18139/2025-2026/202360-Construction of community centers and community halls,Odisha,Baragada(DISTRICT COLLECTOR BARAGARH_IDA),Additional Construction of Community Center at Near Yuvak Sangh,PRADEEP PUROHIT,3,315,LN/MP18139/2025-2026/25,200000.0,29598,BARGARH,13-Mar-2026,202360,169218,0.0,True,2083666,
Normal/Others,"WS/MP18253/2025-2026/215009-Construction of roads, link roads, pathways or any other road with or without drainage system",West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),CONSTRUCTION OF ROAD FROM URUSH HOUSE TO SRI KRISHNAGAR MASJID,BAPI HALDAR,3,527,LN/MP18253/2025-2026/23,499630.0,29599,MATHURAPUR(SC),24-Jul-2026,215009,169240,0.0,True,2319964,
Trust and Society,WS/MP18062/2025-2026/207900-Construction of community centers and community halls,Haryana,HISAR(DEPUTY COMMISSIONER HISSAR_IDA),Guru ravidas kanya chhatrawas sector 33 Hisar,JAI PARKASH,3,135,LN/MP18062/2025-2026/25,1641554.0,29600,HISAR,16-Mar-2026,207900,169247,0.0,True,2087381,
Normal/Others,WS/MP751/2025-2026/206071-Setting up of kitchen and pantries,Tamil Nadu,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),"Ward No 44, Construction of Kitchen set, Near balarengapuram Kennedy Hospital, Madurai(2024-2025)",S Venkatesan,3,363,LN/MP751/2025-2026/214,799780.0,29601,MADURAI,13-Mar-2026,206071,169265,0.0,True,2083823,
Normal/Others,WS/MP524/2025-2026/215300-Providing drains and gutters for public drainage,Andhra Pradesh,Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),"Construction of CC Drain Teachers Colony Part 1, Kalicherla GP",Midhun Reddy,3,26,LN/MP524/2025-2026/746,198665.0,29602,RAJAMPET,13-Mar-2026,215300,169271,0.0,True,2083883,
Normal/Others,WS/MP745/2025-2026/202601-Construction of footpaths and pedestrian ways,Tamil Nadu,ERODE(DISTRICT_COLLECTORE_ERODE_IDA),"Construction of steps on pasuveshwarar road in Ward No-20, Bhavani Municipality at Erode District ",K Subbarayan,3,366,LN/MP745/2025-2026/60,1000000.0,29603,TIRUPPUR,13-Mar-2026,202601,169274,0.0,True,2084238,
Normal/Others,WS/MP18248/2025-2026/153085-Providing CCTV camera system for security of public areas,West Bengal,PURBA BARDHAMAN(DISTRICT MAGISTRATE PURBA BARDHAMAN_IDA),Installation of 32 channel CCTV camera system with monitor at Noapara BPHC,DR. SHARMILA SARKAR,3,544,LN/MP18248/2024-2025/34,550000.0,29604,BARDHAMAN PURBA(SC),11-Aug-2026,153085,169279,0.0,True,2361150,
Normal/Others,WS/MP329/2025-2026/262167-Purchase of mobile water tankers,Haryana,BHIWANI(DC Cum Nodal Officer MPLADS Bhiwani),Purchase and providing one water tanker to GP for drinking water purposes,Shri  Dharambir Singh,3,141,LN/MP329/2025-2026/100,180000.0,29605,BHIWANI MAHENDRAGARH,21-Apr-2026,262167,169280,0.0,,,
Normal/Others,WS/MP524/2025-2026/215301-Providing drains and gutters for public drainage,Andhra Pradesh,Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),"Construction of CC Drain in Teachers Colony Part 2, Kalicherla GP",Midhun Reddy,3,26,LN/MP524/2025-2026/747,175765.0,29606,RAJAMPET,13-Mar-2026,215301,169285,0.0,True,2083968,
Normal/Others,"WS/MP18123/2025-2026/186340-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),Internal roads at Haldi,CHHATRAPATI SHAHU SHAHAJI,3,284,LN/MP18123/2024-2025/9,999000.0,29607,KOLHAPUR,13-Mar-2026,186340,169290,0.0,True,2084046,
Normal/Others,WS/MP524/2025-2026/215299-Providing drains and gutters for public drainage,Andhra Pradesh,Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),"Construction of CC Drain in Yerraguttapalli Village, Kalicherla GP",Midhun Reddy,3,26,LN/MP524/2025-2026/745,180407.0,29608,RAJAMPET,13-Mar-2026,215299,169293,0.0,True,2084064,
Normal/Others,WS/MP829/2025-2026/242177-Development of public parks,West Bengal,HOWRAH(DISTRICT MAGISTRATE HOWRAH_IDA),Construction of Joggers  Park and beautification of Public Eco Park at Plot NO 264 at Mandaria Mouza ,Smt Sajda Ahmed,3,519,LN/MP829/2025-2026/61,1197896.0,29609,ULUBERIA,13-Mar-2026,242177,169295,0.0,True,2084235,
Repair and Renovation,WS/MP18397/2025-2026/231768-Lighting of public spaces,Delhi,SOUTH(COMMISSIONER SOUTH),Provision of lighting Arrangement,Bansuri Swaraj,3,103,LN/MP18397/2025-2026/42,697948.0,29610,NEW DELHI,13-Mar-2026,231768,169298,0.0,True,2084409,
Normal/Others,"WS/MP529/2025-2026/238050-Construction of roads, link roads, pathways or any other road with or without drainage system",Andhra Pradesh,Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Construction of CC Road and Pipe Culvert (Sngle Row) from B.S.R.Naresh Reddy Shop to K.Vijaya Sankar Reddy Site in Irugulam GP of Satyavedu Mandal.,Maddila Gurumoorthy,3,11,LN/MP529/2025-2026/66,485478.0,29611,TIRUPATI(SC),17-Mar-2026,238050,169300,0.0,True,2090472,
Normal/Others,WS/MP18149/2025-2026/184660-Street lights,Odisha,PURI(DISTRICT COLLECTOR PURI_IDA),"Installation of Solar Light at Cremation Ground of Alish Village.
",SAMBIT PATRA,3,308,LN/MP18149/2024-2025/13,40000.0,29612,PURI,13-Mar-2026,184660,169301,0.0,,,
Normal/Others,WS/MP18149/2025-2026/184674-Street lights,Odisha,PURI(DISTRICT COLLECTOR PURI_IDA),"Installation of Solar Light at Cremation Ground of Puruna Budhakera  Village.
",SAMBIT PATRA,3,308,LN/MP18149/2024-2025/13,40000.0,29613,PURI,13-Mar-2026,184674,169310,0.0,,,
Normal/Others,WS/MP524/2024-2025/160344-Providing drains and gutters for public drainage,Andhra Pradesh,Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),CC Drain from Venkata Ramana Reddy House to Narayana Reddy House in Kannemadugu (V&G.P),Midhun Reddy,3,26,LN/MP524/2024-2025/502,498835.0,29614,RAJAMPET,13-Mar-2026,160344,169312,0.0,True,2084477,
Normal/Others,WS/MP18149/2025-2026/184677-Street lights,Odisha,PURI(DISTRICT COLLECTOR PURI_IDA),"Installation of Solar Light at Cremation Ground of Suando Village.
",SAMBIT PATRA,3,308,LN/MP18149/2024-2025/13,40000.0,29615,PURI,13-Mar-2026,184677,169313,0.0,,,
Normal/Others,"WS/MP529/2025-2026/238049-Construction of roads, link roads, pathways or any other road with or without drainage system",Andhra Pradesh,Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Construction of CC Road and Pipe Culvert (Sngle Row) on the Raod from Irugulam-Arur R and B Road to Sambasiva Rao House in Irugulam GP of Satyavedu Mandal.,Maddila Gurumoorthy,3,11,LN/MP529/2025-2026/66,473392.0,29616,TIRUPATI(SC),17-Mar-2026,238049,169317,0.0,True,2090484,
Normal/Others,"WS/MP825/2025-2026/252605-Construction of roads, link roads, pathways or any other road with or without drainage system",West Bengal,HOWRAH(DISTRICT MAGISTRATE HOWRAH_IDA),Construction of cement concrete road behind of Bishalakshmitala Mandir to the house of Subrata Das via house of Pradip Nath at Kolorah 2 GP under A.C -174,Prasun Banerjee,3,518,LN/MP825/2025-2026/86,1249957.0,29617,HOWRAH,28-Jul-2026,252605,169329,0.0,True,2326241,
Normal/Others,"WS/MP588/2025-2026/240245-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,JAMNAGAR(DISTRICT COLLECTOR JAMNAGAR_IDA),For the work of CC Road from Koli Chowk to Parasotam Velji house in Nava nagna village of Jamnagar taluka,Smt Poonamben Hematbhai Maadam,3,120,LN/MP588/2025-2026/486,499361.0,29618,JAMNAGAR,13-Mar-2026,240245,169337,0.0,True,2084647,
Normal/Others,WS/MP770/2025-2026/233824-Installing tube-wells and borewells,Telangana,RAJANNA SIRCILLA(DISTRICT COLLECTOR RAJANNA SIRCILLA_IDA),Drilling of Bore well and Pump set in Sy.No.550A by 1 by 2 of Kondapur (V) of  Mustabad (M),Sanjay Kumar Bandi,3,402,LN/MP770/2025-2026/805,199950.0,29619,KARIMNAGAR,13-Mar-2026,233824,169341,0.0,True,2084682,
Normal/Others,WS/MP18149/2025-2026/184675-Street lights,Odisha,PURI(DISTRICT COLLECTOR PURI_IDA),"Installation of Solar Light at Cremation Ground of Balapur Village.
",SAMBIT PATRA,3,308,LN/MP18149/2024-2025/13,40000.0,29620,PURI,13-Mar-2026,184675,169342,0.0,,,
Normal/Others,WS/MP770/2025-2026/233827-Installing tube-wells and borewells,Telangana,RAJANNA SIRCILLA(DISTRICT COLLECTOR RAJANNA SIRCILLA_IDA),Drilling of Bore well and Pump set in Sy.No.1134 of   Mustabad (V and M),Sanjay Kumar Bandi,3,402,LN/MP770/2025-2026/806,199933.0,29621,KARIMNAGAR,13-Mar-2026,233827,169343,0.0,True,2084698,
Normal/Others,WS/MP685/2025-2026/182072-Installing community drinking water plants,Maharashtra,PUNE(DISTRICT COLLECTOR PUNE_IDA),Installing RO Drinking Water Plant 500LPH With Chiler facility At Jambhavade Tal Maval Dist Pune ,Shrirang Appa Barne,3,253,LN/MP685/2024-2025/44,697697.0,29622,MAVAL,13-Mar-2026,182072,169345,0.0,True,2084768,
Normal/Others,WS/MP18149/2025-2026/184652-Street lights,Odisha,PURI(DISTRICT COLLECTOR PURI_IDA),"Installation of Solar Light at Cremation Ground of Nua Someswarpur  Village.
",SAMBIT PATRA,3,308,LN/MP18149/2024-2025/13,40000.0,29623,PURI,13-Mar-2026,184652,169346,0.0,,,
Normal/Others,WS/MP770/2025-2026/233823-Installing tube-wells and borewells,Telangana,RAJANNA SIRCILLA(DISTRICT COLLECTOR RAJANNA SIRCILLA_IDA),Drilling of Bore well and Pump set near H.No. 3-96 of Bandanakal Village of  Mustabad Mandal,Sanjay Kumar Bandi,3,402,LN/MP770/2025-2026/804,199945.0,29624,KARIMNAGAR,13-Mar-2026,233823,169347,0.0,True,2084738,
Normal/Others,WS/MP18149/2025-2026/184653-Street lights,Odisha,PURI(DISTRICT COLLECTOR PURI_IDA),"Installation of Solar Light at Cremation Ground of Bastapada Village.
",SAMBIT PATRA,3,308,LN/MP18149/2024-2025/13,40000.0,29625,PURI,13-Mar-2026,184653,169350,0.0,,,
Normal/Others,WS/MP18149/2025-2026/184685-Street lights,Odisha,PURI(DISTRICT COLLECTOR PURI_IDA),"Installation of Solar Light at Cremation Ground of Mahura Village.
",SAMBIT PATRA,3,308,LN/MP18149/2024-2025/13,40000.0,29626,PURI,13-Mar-2026,184685,169353,0.0,,,
Normal/Others,"WS/MP588/2025-2026/240246-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,JAMNAGAR(DISTRICT COLLECTOR JAMNAGAR_IDA),For the work of CC road from Parasotam Velji house to Odhavji Ramji house in Nawanag village of Jamnagar taluka,Smt Poonamben Hematbhai Maadam,3,120,LN/MP588/2025-2026/487,499361.0,29627,JAMNAGAR,13-Mar-2026,240246,169354,0.0,True,2084835,
Normal/Others,WS/MP18186/2025-2026/212292-Lighting of public spaces,Tamil Nadu,THIRUVALLUR(DISTRICT COLLECTOR TIRUVALLUR_IDA),Providing High Mast light LED at Sivanvoyal Panchayat  in Tiruvallur Block.,Sasikanth Senthil,3,392,LN/MP18186/2025-2026/15,434216.0,29628,TIRUVALLUR(SC),16-Mar-2026,212292,169356,0.0,,,
Normal/Others,WS/MP18149/2025-2026/184687-Street lights,Odisha,PURI(DISTRICT COLLECTOR PURI_IDA),"Installation of Solar Light at Cremation Ground of Raichakradharpur Village.
",SAMBIT PATRA,3,308,LN/MP18149/2024-2025/13,40000.0,29629,PURI,13-Mar-2026,184687,169357,0.0,,,
Normal/Others,WS/MP18149/2025-2026/184683-Street lights,Odisha,PURI(DISTRICT COLLECTOR PURI_IDA),"Installation of Solar Light at Cremation Ground of Ketakipatna Village.
",SAMBIT PATRA,3,308,LN/MP18149/2024-2025/13,40000.0,29630,PURI,13-Mar-2026,184683,169358,0.0,,,
Normal/Others,WS/MP18149/2025-2026/184682-Street lights,Odisha,PURI(DISTRICT COLLECTOR PURI_IDA),"Installation of Solar Light at Cremation Ground of Alanadapada Village.
",SAMBIT PATRA,3,308,LN/MP18149/2024-2025/13,40000.0,29631,PURI,13-Mar-2026,184682,169359,0.0,,,
Normal/Others,WS/MP18149/2025-2026/184684-Street lights,Odisha,PURI(DISTRICT COLLECTOR PURI_IDA),"Installation of Solar Light at Cremation Ground of Bagalpur Village.
",SAMBIT PATRA,3,308,LN/MP18149/2024-2025/13,40000.0,29632,PURI,13-Mar-2026,184684,169363,0.0,,,
Normal/Others,WS/MP393/2025-2026/222817-Lighting of public spaces,Tamil Nadu,SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA),"MPLADS 2025-26 Providing in mini mast light in near mariyamman kovil in silameganadu village, sakkanthi panchayat ",Shri Karti P Chidambaram ,3,394,LN/MP393/2025-2026/92,498419.0,29633,SIVAGANGA,13-Mar-2026,222817,169365,0.0,True,2085003,
Normal/Others,WS/MP18149/2025-2026/184673-Street lights,Odisha,PURI(DISTRICT COLLECTOR PURI_IDA),"Installation of Solar Light at Cremation Ground of Madhipur Village.
",SAMBIT PATRA,3,308,LN/MP18149/2024-2025/13,40000.0,29634,PURI,13-Mar-2026,184673,169366,0.0,,,
Normal/Others,"WS/MP18001/2025-2026/231988-Construction of roads, link roads, pathways or any other road with or without drainage system",Andhra Pradesh,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),CONSTRUCTION OF CC ROAD NEAR LANKALAMMA TEMPLE IN MANDAPALLLI ((V),GM Harish Balayogi,3,7,LN/MP18001/2025-2026/36,496620.0,29635,AMALAPURAM(SC),13-Mar-2026,231988,169369,0.0,True,2085062,
Normal/Others,"WS/MP18001/2025-2026/243008-Construction of roads, link roads, pathways or any other road with or without drainage system",Andhra Pradesh,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),CONSTRUCTION OF CC APPROACH ROAD IN MANDAPALLI VILLAGE OF KOTHAPETA MANDAL,GM Harish Balayogi,3,7,LN/MP18001/2025-2026/73,499659.0,29636,AMALAPURAM(SC),13-Mar-2026,243008,169370,0.0,True,2085073,
